AÑ;TRIMESTRE;PROVEEDOR;COD DEPARTAMENTO;DEPARTAMENTO;COD MUNICIPIO;MUNICIPIO;CABECERA MUNICIPAL;COD CENTRO POBLADO;CENTRO POBLADO;COBERTURA 2G;COBERTURA 3G;COBERTURA HSPA+, HSPA+DC;COBERTUTA 4G;COBERTURA LTE;COBERTURA 5G
2016;2;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13780;TALAIGUA NUEVO;N;13780027;TUPE;N;N;N;N;N;N
2017;3;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13670;SAN PABLO;N;0;CUCU;N;N;N;N;N;N
2016;4;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13744;SIMIT�;N;0;PAREDES DE ORORIA;N;N;N;N;N;N
2020;3;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13838;TURBAN�;N;13838001;BALLESTAS;S;S;N;N;N;N
2019;4;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13744;SIMIT�;N;13744011;MONTERREY;S;S;S;N;S;N
2018;1;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13160;CANTAGALLO;N;0;EL BAGRE;N;N;N;N;N;N
2020;2;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13006;ACH�;N;13006003;BUENAVISTA;S;S;S;N;S;N
2017;2;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13468;SANTA CRUZ DE MOMPOX;N;13468008;GUAIMARAL;N;N;N;N;N;N
2019;2;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;8;ATLÁNTIC;8560;PONEDERA;S;8560001;PONEDERA;S;S;N;N;S;N
2016;1;AVANTEL S.A.S;8;ATLÁNTIC;8560;PONEDERA;S;8560001;PONEDERA;S;N;N;N;N;N
2019;2;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13006;ACH�;N;0;RÍO NEGR;N;N;N;N;N;N
2016;1;EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP;13;BOLÍVA;13188;CICUCO;S;13188001;CICUCO;S;S;S;N;N;N
2016;3;AVANTEL S.A.S;8;ATLÁNTIC;8520;PALMAR DE VARELA;S;8520001;PALMAR DE VARELA;S;N;N;N;N;N
2018;4;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13688;SANTA ROSA DEL SUR;N;13688011;SAN LUCAS;N;N;N;N;N;N
2019;3;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13580;REGIDOR;N;13580004;SAN ANTONIO;N;N;N;N;N;N
2018;3;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13667;SAN MARTÍN DE LOB;S;13667001;SAN MARTÍN DE LOB;S;S;S;N;N;N
2020;3;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13430;MAGANGU�;N;13430018;PALMARITO;N;N;N;N;N;N
2020;3;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13188;CICUCO;N;13188002;LA PEÑ;S;S;S;N;S;N
2019;1;EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP;8;ATLÁNTIC;8078;BARANOA;N;8078003;SIBARCO;N;N;N;N;N;N
2018;4;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13001;CARTAGENA;S;13001001;CARTAGENA;S;S;S;N;S;N
2020;3;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13620;SAN CRISTÓBA;S;13620001;SAN CRISTÓBA;S;S;S;N;S;N
2020;3;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13244;EL CARMEN DE BOLÍVA;N;13244011;EL RAIZAL;S;S;N;N;N;N
2016;2;EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP;8;ATLÁNTIC;8573;PUERTO COLOMBIA;S;8573001;PUERTO COLOMBIA;S;S;S;N;S;N
2020;3;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13667;SAN MARTÍN DE LOB;S;13667001;SAN MARTÍN DE LOB;S;S;S;N;S;N
2020;4;COMUNICACION CELULAR S A COMCEL S A;8;ATLÁNTIC;8638;SABANALARGA;N;8638003;COLOMBIA;S;N;N;N;N;N
2019;3;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13001;CARTAGENA;N;13001001;ARROYO DE PIEDRA;S;S;S;N;N;N
2016;4;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13001;CARTAGENA;N;0;PLAYA DORADA;N;N;N;N;N;N
2018;3;COLOMBIA MOVIL  S.A ESP;8;ATLÁNTIC;8685;SANTO TOMÁ;S;8685001;SANTO TOMÁ;S;S;S;N;S;N
2018;3;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13458;MONTECRISTO;N;13458012;VILLA URIBE;N;N;N;N;N;N
2015;4;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13442;MARÍA LA BAJ;N;13442006;RETIRO NUEVO;S;N;N;N;N;N
2017;2;EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP;8;ATLÁNTIC;8606;REPELÓ;S;8606001;REPELÓ;S;S;S;N;N;N
2017;4;AVANTEL S.A.S;8;ATLÁNTIC;8560;PONEDERA;S;8560001;PONEDERA;S;N;N;N;N;N
2016;2;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13212;CÓRDOB;N;13212010;LA SIERRA;N;N;N;N;N;N
2020;4;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13244;EL CARMEN DE BOLÍVA;N;13244014;SANTA LUCÍ;S;S;S;N;N;N
2018;1;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13580;REGIDOR;S;13580001;REGIDOR;S;S;S;N;S;N
2019;4;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13458;MONTECRISTO;N;0;TABURETERA;N;N;N;N;N;N
2020;3;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13655;SAN JACINTO DEL CAUCA;N;13655005;GALINDO;S;S;N;N;N;N
2016;3;COLOMBIA MOVIL  S.A ESP;13;BOLÍVA;13433;MAHATES;N;13433004;SAN BASILIO DE PALENQUE;N;S;S;N;N;N
2020;2;COMUNICACION CELULAR S A COMCEL S A;8;ATLÁNTIC;8296;GALAPA;S;8296001;GALAPA;S;S;S;N;S;N
2018;3;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13810;TIQUISIO;N;13810004;DOS BOCAS;N;N;N;N;N;N
2019;3;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13212;CÓRDOB;N;13212005;SAN ANDRÉ;N;N;N;N;N;N
2018;2;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13442;MARÍA LA BAJ;N;0;MUNDO NUEVO;S;S;N;N;N;N
2020;1;EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP;8;ATLÁNTIC;8685;SANTO TOMÁ;S;8685001;SANTO TOMÁ;N;N;N;N;S;N
2020;3;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13062;ARROYOHONDO;N;13062001;MACHADO;S;S;N;N;N;N
2016;3;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13268;EL PEÑ�;S;13268001;EL PEÑ�;S;S;S;N;S;N
2016;4;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13810;TIQUISIO;S;13810001;TIQUISIO;S;S;S;N;S;N
2018;3;COMUNICACION CELULAR S A COMCEL S A;8;ATLÁNTIC;8520;PALMAR DE VARELA;N;8520001;BURRUSCOS;N;N;N;N;N;N
2020;2;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13052;ARJONA;N;13052003;ROCHA;S;N;N;N;N;N
2019;3;COMUNICACION CELULAR S A COMCEL S A;8;ATLÁNTIC;8606;REPELÓ;N;8606004;ROTINET;S;S;S;N;S;N
2016;4;EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP;13;BOLÍVA;13673;SANTA CATALINA;S;13673001;SANTA CATALINA;S;S;S;N;N;N
2020;4;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13074;BARRANCO DE LOBA;S;13074001;BARRANCO DE LOBA;S;S;S;N;S;N
2017;2;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13001;CARTAGENA;N;13001006;CAÑO DEL OR;S;N;N;N;N;N
2020;1;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13430;MAGANGU�;N;13430014;LA PASCUALA;N;N;N;N;N;N
2019;3;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13188;CICUCO;S;13188001;CICUCO;S;S;S;N;S;N
2018;1;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13744;SIMIT�;N;0;SANTA LUCÍ;S;N;N;N;N;N
2020;3;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13580;REGIDOR;N;13580006;SANTA LUCÍ;N;N;N;N;N;N
2019;1;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13248;EL GUAMO;N;13248002;SAN JOSÉ DE LAT;S;N;N;N;N;N
2017;3;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13780;TALAIGUA NUEVO;N;13780011;VESUBIO;N;N;N;N;N;N
2016;1;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13468;SANTA CRUZ DE MOMPOX;N;13468008;GUAIMARAL;N;N;N;N;N;N
2020;2;COLOMBIA MOVIL  S.A ESP;13;BOLÍVA;13042;ARENAL;S;13042001;ARENAL;S;S;S;N;N;N
2020;2;AVANTEL S.A.S;13;BOLÍVA;13667;SAN MARTÍN DE LOB;S;13667001;SAN MARTÍN DE LOB;N;N;N;N;N;N
2016;3;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13468;SANTA CRUZ DE MOMPOX;N;13468036;EL ROSARIO;N;N;N;N;N;N
2017;1;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;13;BOLÍVA;13001;CARTAGENA;N;13001003;BAR�;N;S;N;N;N;N
2017;4;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;8;ATLÁNTIC;8849;USIACUR�;S;8849001;USIACUR�;S;S;N;N;N;N
2017;1;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13001;CARTAGENA;N;13001003;BAR�;S;N;N;N;N;N
2017;2;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;8;ATLÁNTIC;8634;SABANAGRANDE;S;8634001;SABANAGRANDE;S;S;N;N;N;N
2020;1;COMUNICACION CELULAR S A COMCEL S A;8;ATLÁNTIC;8685;SANTO TOMÁ;S;8685001;SANTO TOMÁ;S;S;S;N;S;N
2017;1;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13433;MAHATES;N;13433010;CRUZ DEL VIZO;S;S;N;N;N;N
2016;1;ALMACENES EXITO INVERSIONES S.A.S.;8;ATLÁNTIC;8296;GALAPA;S;8296001;GALAPA;S;S;S;N;S;N
2019;1;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13001;CARTAGENA;N;13001018;EL RECREO;N;N;N;N;N;N
2017;3;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13212;CÓRDOB;N;13212005;SAN ANDRÉ;N;N;N;N;N;N
2016;1;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13212;CÓRDOB;N;13212006;SINCELEJITO;N;N;N;N;N;N
2018;1;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13468;SANTA CRUZ DE MOMPOX;N;13468028;ANCÓ;N;N;N;N;N;N
2018;1;COMUNICACION CELULAR S A COMCEL S A;8;ATLÁNTIC;8573;PUERTO COLOMBIA;S;8573001;PUERTO COLOMBIA;S;S;S;N;N;N
2020;4;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;13;BOLÍVA;13042;ARENAL;S;13042001;ARENAL;S;S;S;N;N;N
2017;4;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;13;BOLÍVA;13600;RÍO VIEJ;S;13600001;RÍO VIEJ;S;S;S;N;N;N
2018;3;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13430;MAGANGU�;N;13430027;SANTA PABLA;S;N;N;N;N;N
2020;1;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13430;MAGANGU�;S;13430001;MAGANGU�;S;S;S;N;S;N
2017;3;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13430;MAGANGU�;N;13430026;SANTA MÓNIC;N;N;N;N;N;N
2019;2;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;8;ATLÁNTIC;8421;LURUACO;S;8421001;LURUACO;S;S;N;N;S;N
2020;1;AVANTEL S.A.S;8;ATLÁNTIC;8078;BARANOA;S;8078001;BARANOA;S;N;N;N;N;N
2016;2;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13468;SANTA CRUZ DE MOMPOX;N;13468023;SANTA CRUZ;N;N;N;N;N;N
2016;3;COLOMBIA MOVIL  S.A ESP;8;ATLÁNTIC;8078;BARANOA;S;8078001;BARANOA;S;S;S;N;S;N
2017;2;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13468;SANTA CRUZ DE MOMPOX;N;0;CARMEN DEL CICUCO;S;S;N;N;N;N
2018;1;COLOMBIA MOVIL  S.A ESP;13;BOLÍVA;13001;CARTAGENA;N;13001008;LA BOQUILLA;S;S;S;N;S;N
2020;2;EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP;8;ATLÁNTIC;8558;POLONUEVO;N;8558001;PITAL DEL CARLÍN (PITALITO;N;N;N;N;N;N
2019;1;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13440;MARGARITA;N;13440002;CANTERA;N;N;N;N;N;N
2016;4;EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP;13;BOLÍVA;13222;CLEMENCIA;S;13222001;CLEMENCIA;S;S;S;N;N;N
2020;2;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13244;EL CARMEN DE BOLÍVA;N;13244019;ARROYO ARENA;S;N;N;N;N;N
2017;1;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13430;MAGANGU�;N;13430001;BARBOSA;N;N;N;N;N;N
2020;2;COMUNICACION CELULAR S A COMCEL S A;8;ATLÁNTIC;8770;SUAN;S;8770001;SUAN;S;S;S;N;S;N
2017;3;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13468;SANTA CRUZ DE MOMPOX;N;0;SAN MARTÍ;N;N;N;N;N;N
2017;4;COLOMBIA MOVIL  S.A ESP;8;ATLÁNTIC;8372;JUAN DE ACOSTA;N;8372003;SAN JOSÉ DE SAC;N;S;S;N;N;N
2018;3;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13442;MARÍA LA BAJ;N;13442024;LA CURVA;S;S;N;N;N;N
2017;1;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;13;BOLÍVA;13838;TURBAN�;S;13838001;TURBAN�;S;S;N;N;N;N
2017;4;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13430;MAGANGU�;N;13430038;EL CUATRO;N;N;N;N;N;N
2017;3;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;13;BOLÍVA;13042;ARENAL;S;13042001;ARENAL;S;S;N;N;N;N
2016;1;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13440;MARGARITA;N;0;LOS MANGOS;N;N;N;N;N;N
2017;2;AVANTEL S.A.S;13;BOLÍVA;13433;MAHATES;S;13433001;MAHATES;N;N;N;N;N;N
2018;1;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13654;SAN JACINTO;N;13654005;SAN CRISTÓBA;N;N;N;N;N;N
2016;2;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13244;EL CARMEN DE BOLÍVA;N;13244003;EL SALADO;N;N;N;N;N;N
2018;2;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13673;SANTA CATALINA;N;13673003;GALERAZAMBA;S;S;S;N;N;N
2018;3;COMUNICACION CELULAR S A COMCEL S A;8;ATLÁNTIC;8421;LURUACO;N;8421003;LOS PENDALES;S;S;S;N;N;N
2018;2;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13490;NOROS�;N;13490004;MINA BRISA;N;N;N;N;N;N
2018;1;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13442;MARÍA LA BAJ;N;13442040;NUEVO PORVENIR;N;N;N;N;N;N
2018;3;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13654;SAN JACINTO;N;13654008;LAS MERCEDES;N;N;N;N;N;N
2016;2;COLOMBIA MOVIL  S.A ESP;8;ATLÁNTIC;8436;MANAT�;S;8436001;MANAT�;S;S;S;N;N;N
2019;2;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;13;BOLÍVA;13001;CARTAGENA;N;0;ISLAS DEL ROSARIO;S;S;N;N;N;N
2019;4;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13430;MAGANGU�;N;13430011;HENEQUÉ;S;S;S;N;N;N
2018;1;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13458;MONTECRISTO;N;13458001;BETANIA;S;N;N;N;N;N
2015;4;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13650;SAN FERNANDO;S;13650001;SAN FERNANDO;S;S;S;N;S;N
2018;1;EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP;8;ATLÁNTIC;8433;MALAMBO;S;8433001;MALAMBO;N;N;N;N;S;N
2018;3;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13655;SAN JACINTO DEL CAUCA;N;13655005;GALINDO;S;S;N;N;N;N
2020;1;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13212;CÓRDOB;N;13212013;SANAHUARE;N;N;N;N;N;N
2015;4;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13442;MARÍA LA BAJ;N;13442007;SAN JOSÉ DEL PLAY�;N;N;N;N;N;N
2016;3;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13442;MARÍA LA BAJ;N;13442020;PUEBLO NUEVO;N;N;N;N;N;N
2019;4;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13442;MARÍA LA BAJ;N;13442043;SUCESIÓ;N;N;N;N;N;N
2018;4;AVANTEL S.A.S;13;BOLÍVA;13836;TURBACO;S;13836001;TURBACO;N;N;N;N;N;N
2018;4;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;8;ATLÁNTIC;8606;REPELÓ;S;8606001;REPELÓ;S;S;S;N;S;N
2017;2;AVANTEL S.A.S;8;ATLÁNTIC;8675;SANTA LUCÍ;S;8675001;SANTA LUCÍ;N;N;N;N;N;N
2017;1;EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP;13;BOLÍVA;13894;ZAMBRANO;S;13894001;ZAMBRANO;S;S;S;N;N;N
2017;2;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;13;BOLÍVA;13688;SANTA ROSA DEL SUR;N;13688007;CANELOS;S;N;N;N;N;N
2020;1;AVANTEL S.A.S;8;ATLÁNTIC;8849;USIACUR�;S;8849001;USIACUR�;S;N;N;N;N;N
2018;1;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13430;MAGANGU�;N;13430022;SAN JOSÉ DE LAS MARTA;N;N;N;N;N;N
2017;1;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;13;BOLÍVA;13744;SIMIT�;S;13744001;SIMIT�;S;S;N;N;N;N
2016;4;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13001;CARTAGENA;N;13001020;PONTEZUELA;S;S;S;N;N;N
2016;4;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;13;BOLÍVA;13001;CARTAGENA;S;13001001;CARTAGENA;S;S;S;N;S;N
2019;1;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13468;SANTA CRUZ DE MOMPOX;S;13468001;SANTA CRUZ DE MOMPOX;S;S;S;N;S;N
2017;3;EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP;8;ATLÁNTIC;8558;POLONUEVO;N;8558001;PITAL DEL CARLÍN (PITALITO;S;S;S;N;N;N
2019;3;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;13;BOLÍVA;13244;EL CARMEN DE BOLÍVA;N;13244003;EL SALADO;S;S;N;N;N;N
2018;3;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13688;SANTA ROSA DEL SUR;S;13688001;SANTA ROSA DEL SUR;S;S;S;N;N;N
2016;4;COMUNICACION CELULAR S A COMCEL S A;8;ATLÁNTIC;8573;PUERTO COLOMBIA;N;0;VILLA CAMPESTRE;S;S;S;N;S;N
2016;1;COLOMBIA MOVIL  S.A ESP;8;ATLÁNTIC;8421;LURUACO;N;8421003;LOS PENDALES;N;S;N;N;N;N
2020;4;EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP;8;ATLÁNTIC;8606;REPELÓ;S;8606001;REPELÓ;N;N;N;N;S;N
2018;4;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13549;PINILLOS;N;0;NICARAGUA;N;N;N;N;N;N
2016;1;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13650;SAN FERNANDO;N;0;EL GATO;S;N;N;N;N;N
2016;3;ALMACENES EXITO INVERSIONES S.A.S.;8;ATLÁNTIC;8372;JUAN DE ACOSTA;N;8372004;SANTA VERÓNIC;S;S;S;N;N;N
2018;1;AVANTEL S.A.S;8;ATLÁNTIC;8685;SANTO TOMÁ;S;8685001;SANTO TOMÁ;S;N;N;N;N;N
2020;4;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13430;MAGANGU�;N;13430028;SITIO NUEVO;N;N;N;N;N;N
2020;3;COMUNICACION CELULAR S A COMCEL S A;8;ATLÁNTIC;8638;SABANALARGA;N;8638008;GALLEGO;N;N;N;N;N;N
2020;3;COLOMBIA MOVIL  S.A ESP;13;BOLÍVA;13673;SANTA CATALINA;N;13673005;LOMA DE ARENA;S;S;S;N;S;N
2017;2;COMUNICACION CELULAR S A COMCEL S A;8;ATLÁNTIC;8758;SOLEDAD;S;8758001;SOLEDAD;S;S;S;N;S;N
2019;2;COLOMBIA MOVIL  S.A ESP;13;BOLÍVA;13838;TURBAN�;S;13838001;TURBAN�;S;S;S;N;S;N
2019;3;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13654;SAN JACINTO;N;13654003;LAS PALMAS;N;N;N;N;N;N
2017;1;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13430;MAGANGU�;N;13430023;SAN SEBASTIÁN DE BUENAVIST;N;N;N;N;N;N
2018;2;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13074;BARRANCO DE LOBA;N;13074003;RIONUEVO;N;N;N;N;N;N
2020;3;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13670;SAN PABLO;S;13670001;SAN PABLO;S;S;S;N;S;N
2018;4;AVANTEL S.A.S;8;ATLÁNTIC;8433;MALAMBO;S;8433001;MALAMBO;S;N;N;N;S;N
2019;3;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13440;MARGARITA;N;13440003;CAUSADO;S;S;N;N;N;N
2016;2;COLOMBIA MOVIL  S.A ESP;8;ATLÁNTIC;8558;POLONUEVO;S;8558001;POLONUEVO;S;S;S;N;N;N
2019;2;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13490;NOROS�;N;13490002;CASA DE BARRO;N;N;N;N;N;N
2017;1;COLOMBIA MOVIL  S.A ESP;13;BOLÍVA;13042;ARENAL;S;13042001;ARENAL;S;S;S;N;N;N
2019;4;COLOMBIA MOVIL  S.A ESP;13;BOLÍVA;13670;SAN PABLO;S;13670001;SAN PABLO;N;S;S;N;N;N
2018;1;COLOMBIA MOVIL  S.A ESP;13;BOLÍVA;13673;SANTA CATALINA;N;13673005;LOMA DE ARENA;S;S;S;N;N;N
2017;2;AVANTEL S.A.S;13;BOLÍVA;13670;SAN PABLO;S;13670001;SAN PABLO;N;N;N;N;N;N
2017;3;EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP;8;ATLÁNTIC;8832;TUBAR�;S;8832001;TUBAR�;S;S;S;N;N;N
2015;4;ALMACENES EXITO INVERSIONES S.A.S.;8;ATLÁNTIC;8638;SABANALARGA;N;8638004;ISABEL LÓPE;S;S;S;N;N;N
2016;2;COLOMBIA MOVIL  S.A ESP;8;ATLÁNTIC;8372;JUAN DE ACOSTA;N;8372003;SAN JOSÉ DE SAC;N;S;N;N;N;N
2018;2;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13458;MONTECRISTO;S;13458001;MONTECRISTO;S;S;S;N;N;N
2016;3;COLOMBIA MOVIL  S.A ESP;8;ATLÁNTIC;8001;BARRANQUILLA;S;8001001;BARRANQUILLA;S;S;S;N;S;N
2015;4;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13430;MAGANGU�;N;13430052;SANTA COITA;N;N;N;N;N;N
2018;4;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13430;MAGANGU�;N;13430027;SANTA PABLA;S;N;N;N;N;N
2016;2;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13458;MONTECRISTO;N;13458003;PARAÍS;N;N;N;N;N;N
2017;2;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13458;MONTECRISTO;N;13458002;EL DORADO;S;N;N;N;N;N
2018;3;AVANTEL S.A.S;13;BOLÍVA;13549;PINILLOS;S;13549001;PINILLOS;N;N;N;N;N;N
2020;2;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13001;CARTAGENA;N;13001028;LAS EUROPAS;S;S;S;N;S;N
2020;2;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;13;BOLÍVA;13052;ARJONA;N;13052004;SINCERÍ;S;N;N;N;N;N
2017;3;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;8;ATLÁNTIC;8296;GALAPA;S;8296001;GALAPA;S;S;N;N;S;N
2020;4;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13650;SAN FERNANDO;N;13650014;LAS CUEVAS;N;N;N;N;N;N
2019;4;EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP;13;BOLÍVA;13430;MAGANGU�;N;13430013;JUAN ARIAS;N;N;N;N;N;N
2019;4;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;13;BOLÍVA;13001;CARTAGENA;N;13001001;ARROYO DE PIEDRA;S;S;N;N;N;N
2018;4;EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP;13;BOLÍVA;13430;MAGANGU�;S;13430001;MAGANGU�;N;N;N;N;S;N
2016;3;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;8;ATLÁNTIC;8137;CAMPO DE LA CRUZ;S;8137001;CAMPO DE LA CRUZ;S;S;S;N;N;N
2017;1;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13006;ACH�;N;13006002;BOYAC�;N;N;N;N;N;N
2015;4;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13430;MAGANGU�;N;13430021;SAN RAFAEL DE CORTINA;N;N;N;N;N;N
2017;3;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13549;PINILLOS;N;13549001;ARMENIA;S;N;N;N;N;N
